GEO,year,Total_Population,Population_0_14,Population_15_more,labour_force,inactive_adults,employment,unemployment,parttime,fulltime
British Columbia,1988-09,,,,,,,,,
British Columbia,1988-10,,,,,,,,,
British Columbia,1988-11,,,,,,,,,
British Columbia,1988-12,,,,,,,,,
British Columbia,1989-01,,,,,,,,,
British Columbia,1989-02,,,,,,,,,
British Columbia,1989-03,,,,,,,,,
British Columbia,1989-04,,,,,,,,,
British Columbia,1989-05,,,,,,,,,
British Columbia,1989-06,,,,,,,,,
British Columbia,1989-07,,,,,,,,,
British Columbia,1989-08,,,,,,,,,
British Columbia,1989-09,,,,,,,,,
British Columbia,1989-10,,,,,,,,,
British Columbia,1989-11,,,,,,,,,
British Columbia,1989-12,,,,,,,,,
British Columbia,1990-01,,,,,,,,,
British Columbia,1990-02,,,,,,,,,
British Columbia,1990-03,,,,,,,,,
British Columbia,1990-04,,,,,,,,,
British Columbia,1990-05,,,,,,,,,
British Columbia,1990-06,,,,,,,,,
British Columbia,1990-07,,,,,,,,,
British Columbia,1990-08,,,,,,,,,
British Columbia,1990-09,,,,,,,,,
British Columbia,1990-10,,,,,,,,,
British Columbia,1990-11,,,,,,,,,
British Columbia,1990-12,,,,,,,,,
British Columbia,1991-01,,,,,,,,,
British Columbia,1991-02,,,,,,,,,
British Columbia,1991-03,,,,,,,,,
British Columbia,1991-04,,,,,,,,,
British Columbia,1991-05,,,,,,,,,
British Columbia,1991-06,,,,,,,,,
British Columbia,1991-07,,,,,,,,,
British Columbia,1991-08,,,,,,,,,
British Columbia,1991-09,,,,,,,,,
British Columbia,1991-10,,,,,,,,,
British Columbia,1991-11,,,,,,,,,
British Columbia,1991-12,,,,,,,,,
British Columbia,1992-01,,,,,,,,,
British Columbia,1992-02,,,,,,,,,
British Columbia,1992-03,,,,,,,,,
British Columbia,1992-04,,,,,,,,,
British Columbia,1992-05,,,,,,,,,
British Columbia,1992-06,,,,,,,,,
British Columbia,1992-07,,,,,,,,,
British Columbia,1992-08,,,,,,,,,
British Columbia,1992-09,,,,,,,,,
British Columbia,1992-10,,,,,,,,,
British Columbia,1992-11,,,,,,,,,
British Columbia,1992-12,,,,,,,,,
British Columbia,1993-01,,,,,,,,,
British Columbia,1993-02,,,,,,,,,
British Columbia,1993-03,,,,,,,,,
British Columbia,1993-04,,,,,,,,,
British Columbia,1993-05,,,,,,,,,
British Columbia,1993-06,,,,,,,,,
British Columbia,1993-07,,,,,,,,,
British Columbia,1993-08,,,,,,,,,
British Columbia,1993-09,,,,,,,,,
British Columbia,1993-10,,,,,,,,,
British Columbia,1993-11,,,,,,,,,
British Columbia,1993-12,,,,,,,,,
British Columbia,1994-01,,,,,,,,,
British Columbia,1994-02,,,,,,,,,
British Columbia,1994-03,,,,,,,,,
British Columbia,1994-04,,,,,,,,,
British Columbia,1994-05,,,,,,,,,
British Columbia,1994-06,,,,,,,,,
British Columbia,1994-07,,,,,,,,,
British Columbia,1994-08,,,,,,,,,
British Columbia,1994-09,,,,,,,,,
British Columbia,1994-10,,,,,,,,,
British Columbia,1994-11,,,,,,,,,
British Columbia,1994-12,,,,,,,,,
British Columbia,1995-01,,,,,,,,,
British Columbia,1995-02,,,,,,,,,
British Columbia,1995-03,,,,,,,,,
British Columbia,1995-04,,,,,,,,,
British Columbia,1995-05,,,,,,,,,
British Columbia,1995-06,,,,,,,,,
British Columbia,1995-07,,,,,,,,,
British Columbia,1995-08,,,,,,,,,
British Columbia,1995-09,,,,,,,,,
British Columbia,1995-10,,,,,,,,,
British Columbia,1995-11,,,,,,,,,
British Columbia,1995-12,,,,,,,,,
British Columbia,1996-01,,,,,,,,,
British Columbia,1996-02,,,,,,,,,
British Columbia,1996-03,,,,,,,,,
British Columbia,1996-04,,,,,,,,,
British Columbia,1996-05,,,,,,,,,
British Columbia,1996-06,,,,,,,,,
British Columbia,1996-07,,,,,,,,,
British Columbia,1996-08,,,,,,,,,
British Columbia,1996-09,,,,,,,,,
British Columbia,1996-10,,,,,,,,,
British Columbia,1996-11,,,,,,,,,
British Columbia,1996-12,,,,,,,,,
British Columbia,1997-01,,,,,,,,,
British Columbia,1997-02,,,,,,,,,
British Columbia,1997-03,,,,,,,,,
British Columbia,1997-04,,,,,,,,,
British Columbia,1997-05,,,,,,,,,
British Columbia,1997-06,,,,,,,,,
British Columbia,1997-07,,,,,,,,,
British Columbia,1997-08,,,,,,,,,
British Columbia,1997-09,,,,,,,,,
British Columbia,1997-10,,,,,,,,,
British Columbia,1997-11,,,,,,,,,
British Columbia,1997-12,,,,,,,,,
British Columbia,1998-01,,,,,,,,,
British Columbia,1998-02,,,,,,,,,
British Columbia,1998-03,,,,,,,,,
British Columbia,1998-04,,,,,,,,,
British Columbia,1998-05,,,,,,,,,
British Columbia,1998-06,,,,,,,,,
British Columbia,1998-07,,,,,,,,,
British Columbia,1998-08,,,,,,,,,
British Columbia,1998-09,,,,,,,,,
British Columbia,1998-10,,,,,,,,,
British Columbia,1998-11,,,,,,,,,
British Columbia,1998-12,,,,,,,,,
British Columbia,1999-01,,,,,,,,,
British Columbia,1999-02,,,,,,,,,
British Columbia,1999-03,,,,,,,,,
British Columbia,1999-04,,,,,,,,,
British Columbia,1999-05,,,,,,,,,
British Columbia,1999-06,,,,,,,,,
British Columbia,1999-07,,,,,,,,,
British Columbia,1999-08,,,,,,,,,
British Columbia,1999-09,,,,,,,,,
British Columbia,1999-10,,,,,,,,,
British Columbia,1999-11,,,,,,,,,
British Columbia,1999-12,,,,,,,,,
British Columbia,2000-01,,,,,,,,,
British Columbia,2000-02,,,,,,,,,
British Columbia,2000-03,,,,,,,,,
British Columbia,2000-04,,,,,,,,,
British Columbia,2000-05,,,,,,,,,
British Columbia,2000-06,,,,,,,,,
British Columbia,2000-07,,,,,,,,,
British Columbia,2000-08,,,,,,,,,
British Columbia,2000-09,,,,,,,,,
British Columbia,2000-10,,,,,,,,,
British Columbia,2000-11,,,,,,,,,
British Columbia,2000-12,,,,,,,,,
British Columbia,2001-01,,,,,,,,,
British Columbia,2001-02,,,,,,,,,
British Columbia,2001-03,,,,,,,,,
British Columbia,2001-04,,,,,,,,,
British Columbia,2001-05,,,,,,,,,
British Columbia,2001-06,,,,,,,,,
British Columbia,2001-07,,,,,,,,,
British Columbia,2001-08,,,,,,,,,
British Columbia,2001-09,,,,,,,,,
British Columbia,2001-10,,,,,,,,,
British Columbia,2001-11,,,,,,,,,
British Columbia,2001-12,,,,,,,,,
British Columbia,2002-01,,,,,,,,,
British Columbia,2002-02,,,,,,,,,
British Columbia,2002-03,,,,,,,,,
British Columbia,2002-04,,,,,,,,,
British Columbia,2002-05,,,,,,,,,
British Columbia,2002-06,,,,,,,,,
British Columbia,2002-07,,,,,,,,,
British Columbia,2002-08,,,,,,,,,
British Columbia,2002-09,,,,,,,,,
British Columbia,2002-10,,,,,,,,,
British Columbia,2002-11,,,,,,,,,
British Columbia,2002-12,,,,,,,,,
British Columbia,2003-01,,,,,,,,,
British Columbia,2003-02,,,,,,,,,
British Columbia,2003-03,,,,,,,,,
British Columbia,2003-04,,,,,,,,,
British Columbia,2003-05,,,,,,,,,
British Columbia,2003-06,,,,,,,,,
British Columbia,2003-07,,,,,,,,,
British Columbia,2003-08,,,,,,,,,
British Columbia,2003-09,,,,,,,,,
British Columbia,2003-10,,,,,,,,,
British Columbia,2003-11,,,,,,,,,
British Columbia,2003-12,,,,,,,,,
British Columbia,2004-01,,,,,,,,,
British Columbia,2004-02,,,,,,,,,
British Columbia,2004-03,,,,,,,,,
British Columbia,2004-04,,,,,,,,,
British Columbia,2004-05,,,,,,,,,
British Columbia,2004-06,,,,,,,,,
British Columbia,2004-07,,,,,,,,,
British Columbia,2004-08,,,,,,,,,
British Columbia,2004-09,,,,,,,,,
British Columbia,2004-10,,,,,,,,,
British Columbia,2004-11,,,,,,,,,
British Columbia,2004-12,,,,,,,,,
British Columbia,2005-01,,,,,,,,,
British Columbia,2005-02,,,,,,,,,
British Columbia,2005-03,,,,,,,,,
British Columbia,2005-04,,,,,,,,,
British Columbia,2005-05,,,,,,,,,
British Columbia,2005-06,,,,,,,,,
British Columbia,2005-07,,,,,,,,,
British Columbia,2005-08,,,,,,,,,
British Columbia,2005-09,,,,,,,,,
British Columbia,2005-10,,,,,,,,,
British Columbia,2005-11,,,,,,,,,
British Columbia,2005-12,,,,,,,,,
British Columbia,2006-01,,,,,,,,,
British Columbia,2006-02,,,,,,,,,
British Columbia,2006-03,,,,,,,,,
British Columbia,2006-04,,,,,,,,,
British Columbia,2006-05,,,,,,,,,
British Columbia,2006-06,,,,,,,,,
British Columbia,2006-07,,,,,,,,,
British Columbia,2006-08,,,,,,,,,
British Columbia,2006-09,,,,,,,,,
British Columbia,2006-10,,,,,,,,,
British Columbia,2006-11,,,,,,,,,
British Columbia,2006-12,,,,,,,,,
British Columbia,2007-01,,,,,,,,,
British Columbia,2007-02,,,,,,,,,
British Columbia,2007-03,,,,,,,,,
British Columbia,2007-04,,,,,,,,,
British Columbia,2007-05,,,,,,,,,
British Columbia,2007-06,,,,,,,,,
British Columbia,2007-07,,,,,,,,,
British Columbia,2007-08,,,,,,,,,
British Columbia,2007-09,,,,,,,,,
British Columbia,2007-10,,,,,,,,,
British Columbia,2007-11,,,,,,,,,
British Columbia,2007-12,,,,,,,,,
British Columbia,2008-01,,,,,,,,,
British Columbia,2008-02,,,,,,,,,
British Columbia,2008-03,,,,,,,,,
British Columbia,2008-04,,,,,,,,,
British Columbia,2008-05,,,,,,,,,
British Columbia,2008-06,,,,,,,,,
British Columbia,2008-07,,,,,,,,,
British Columbia,2008-08,,,,,,,,,
British Columbia,2008-09,,,,,,,,,
British Columbia,2008-10,,,,,,,,,
British Columbia,2008-11,,,,,,,,,
British Columbia,2008-12,,,,,,,,,
British Columbia,2009-01,,,,,,,,,
British Columbia,2009-02,,,,,,,,,
British Columbia,2009-03,,,,,,,,,
British Columbia,2009-04,,,,,,,,,
British Columbia,2009-05,,,,,,,,,
British Columbia,2009-06,,,,,,,,,
British Columbia,2009-07,,,,,,,,,
British Columbia,2009-08,,,,,,,,,
British Columbia,2009-09,,,,,,,,,
British Columbia,2009-10,,,,,,,,,
British Columbia,2009-11,,,,,,,,,
British Columbia,2009-12,,,,,,,,,
British Columbia,2010-01,,,,,,,,,
British Columbia,2010-02,,,,,,,,,
British Columbia,2010-03,,,,,,,,,
British Columbia,2010-04,,,,,,,,,
British Columbia,2010-05,,,,,,,,,
British Columbia,2010-06,,,,,,,,,
British Columbia,2010-07,,,,,,,,,
British Columbia,2010-08,,,,,,,,,
British Columbia,2010-09,,,,,,,,,
British Columbia,2010-10,,,,,,,,,
British Columbia,2010-11,,,,,,,,,
British Columbia,2010-12,,,,,,,,,
British Columbia,2011-01,,,,,,,,,
British Columbia,2011-02,,,,,,,,,
British Columbia,2011-03,,,,,,,,,
British Columbia,2011-04,,,,,,,,,
British Columbia,2011-05,,,,,,,,,
British Columbia,2011-06,,,,,,,,,
British Columbia,2011-07,,,,,,,,,
British Columbia,2011-08,,,,,,,,,
British Columbia,2011-09,,,,,,,,,
British Columbia,2011-10,,,,,,,,,
British Columbia,2011-11,,,,,,,,,
British Columbia,2011-12,,,,,,,,,
British Columbia,2012-01,,,,,,,,,
British Columbia,2012-02,,,,,,,,,
British Columbia,2012-03,,,,,,,,,
British Columbia,2012-04,,,,,,,,,
British Columbia,2012-05,,,,,,,,,
British Columbia,2012-06,,,,,,,,,
British Columbia,2012-07,,,,,,,,,
British Columbia,2012-08,,,,,,,,,
British Columbia,2012-09,,,,,,,,,
British Columbia,2012-10,,,,,,,,,
British Columbia,2012-11,,,,,,,,,
British Columbia,2012-12,,,,,,,,,
British Columbia,2013-01,,,,,,,,,
British Columbia,2013-02,,,,,,,,,
British Columbia,2013-03,,,,,,,,,
British Columbia,2013-04,,,,,,,,,
British Columbia,2013-05,,,,,,,,,
British Columbia,2013-06,,,,,,,,,
British Columbia,2013-07,,,,,,,,,
British Columbia,2013-08,,,,,,,,,
British Columbia,2013-09,,,,,,,,,
British Columbia,2013-10,,,,,,,,,
British Columbia,2013-11,,,,,,,,,
British Columbia,2013-12,,,,,,,,,
British Columbia,2014-01,,,,,,,,,
British Columbia,2014-02,,,,,,,,,
British Columbia,2014-03,,,,,,,,,
British Columbia,2014-04,,,,,,,,,
British Columbia,2014-05,,,,,,,,,
British Columbia,2014-06,,,,,,,,,
British Columbia,2014-07,,,,,,,,,
British Columbia,2014-08,,,,,,,,,
British Columbia,2014-09,,,,,,,,,
British Columbia,2014-10,,,,,,,,,
British Columbia,2014-11,,,,,,,,,
British Columbia,2014-12,,,,,,,,,
British Columbia,2015-01,,,,,,,,,
British Columbia,2015-02,,,,,,,,,
British Columbia,2015-03,,,,,,,,,
British Columbia,2015-04,,,,,,,,,
British Columbia,2015-05,,,,,,,,,
British Columbia,2015-06,,,,,,,,,
British Columbia,2015-07,,,,,,,,,
British Columbia,2015-08,,,,,,,,,
British Columbia,2015-09,,,,,,,,,
British Columbia,2015-10,,,,,,,,,
British Columbia,2015-11,,,,,,,,,
British Columbia,2015-12,,,,,,,,,
British Columbia,2016-01,,,,,,,,,
British Columbia,2016-02,,,,,,,,,
British Columbia,2016-03,,,,,,,,,
British Columbia,2016-04,,,,,,,,,
British Columbia,2016-05,,,,,,,,,
British Columbia,2016-06,,,,,,,,,
British Columbia,2016-07,,,,,,,,,
British Columbia,2016-08,,,,,,,,,
British Columbia,2016-09,,,,,,,,,
British Columbia,2016-10,,,,,,,,,
British Columbia,2016-11,,,,,,,,,
British Columbia,2016-12,,,,,,,,,
British Columbia,2017-01,,,,,,,,,
British Columbia,2017-02,,,,,,,,,
British Columbia,2017-03,,,,,,,,,
British Columbia,2017-04,,,,,,,,,
British Columbia,2017-05,,,,,,,,,
British Columbia,2017-06,,,,,,,,,
British Columbia,2017-07,,,,,,,,,
British Columbia,2017-08,,,,,,,,,
British Columbia,2017-09,,,,,,,,,
British Columbia,2017-10,,,,,,,,,
British Columbia,2017-11,,,,,,,,,
British Columbia,2017-12,,,,,,,,,
British Columbia,2018-01,,,,,,,,,
British Columbia,2018-02,,,,,,,,,
British Columbia,2018-03,,,,,,,,,
British Columbia,2018-04,,,,,,,,,
British Columbia,2018-05,,,,,,,,,
British Columbia,2018-06,,,,,,,,,
British Columbia,2018-07,,,,,,,,,
British Columbia,2018-08,,,,,,,,,
British Columbia,2018-09,,,,,,,,,
British Columbia,2018-10,,,,,,,,,
British Columbia,2018-11,,,,,,,,,
British Columbia,2018-12,,,,,,,,,
British Columbia,2019-01,,,,,,,,,
British Columbia,2019-02,,,,,,,,,
British Columbia,2019-03,,,,,,,,,
British Columbia,2019-04,,,,,,,,,
British Columbia,2019-05,,,,,,,,,
British Columbia,2019-06,,,,,,,,,
British Columbia,2019-07,,,,,,,,,
British Columbia,2019-08,,,,,,,,,
British Columbia,2019-09,,,,,,,,,
British Columbia,2019-10,,,,,,,,,
British Columbia,2019-11,,,,,,,,,
British Columbia,2019-12,,,,,,,,,
British Columbia,2020-01,,,,,,,,,
British Columbia,2020-02,,,,,,,,,
British Columbia,2020-03,,,,,,,,,
British Columbia,2020-04,,,,,,,,,
British Columbia,2020-05,,,,,,,,,
British Columbia,2020-06,,,,,,,,,
British Columbia,2020-07,,,,,,,,,
British Columbia,2020-08,,,,,,,,,
British Columbia,2020-09,,,,,,,,,
British Columbia,2020-10,,,,,,,,,
British Columbia,2020-11,,,,,,,,,
British Columbia,2020-12,,,,,,,,,
British Columbia,2021-01,,,,,,,,,
British Columbia,2021-02,,,,,,,,,
British Columbia,2021-03,,,,,,,,,
British Columbia,2021-04,,,,,,,,,
British Columbia,2021-05,,,,,,,,,
British Columbia,2021-06,,,,,,,,,
British Columbia,2021-07,,,,,,,,,
British Columbia,2021-08,,,,,,,,,
British Columbia,2021-09,,,,,,,,,
British Columbia,2021-10,,,,,,,,,
British Columbia,2021-11,,,,,,,,,
British Columbia,2021-12,,,,,,,,,
British Columbia,2022-01,,,,,,,,,
British Columbia,2022-02,,,,,,,,,
British Columbia,2022-03,,,,,,,,,
British Columbia,2022-04,,,,,,,,,
British Columbia,2022-05,,,,,,,,,
British Columbia,2022-06,,,,,,,,,
British Columbia,2022-07,,,,,,,,,
British Columbia,2022-08,,,,,,,,,
British Columbia,2022-09,,,,,,,,,
British Columbia,2022-10,,,,,,,,,
British Columbia,2022-11,,,,,,,,,
British Columbia,2022-12,,,,,,,,,
British Columbia,2023-01,,,,,,,,,
Manitoba,1976-01,,,,,,,,,
Manitoba,1976-02,,,,,,,,,
Manitoba,1976-03,,,,,,,,,
Manitoba,1976-04,,,,,,,,,
Manitoba,1976-05,,,,,,,,,
Manitoba,1976-06,,,,,,,,,
Manitoba,1976-07,,,,,,,,,
Manitoba,1976-08,,,,,,,,,
Manitoba,1976-09,,,,,,,,,
Manitoba,1976-10,,,,,,,,,
Manitoba,1976-11,,,,,,,,,
Manitoba,1976-12,,,,,,,,,
Manitoba,1977-01,,,,,,,,,
Manitoba,1977-02,,,,,,,,,
Manitoba,1977-03,,,,,,,,,
Manitoba,1977-04,,,,,,,,,
Manitoba,1977-05,,,,,,,,,
Manitoba,1977-06,,,,,,,,,
Manitoba,1977-07,,,,,,,,,
Manitoba,1977-08,,,,,,,,,
Manitoba,1977-09,,,,,,,,,
Manitoba,1977-10,,,,,,,,,
Manitoba,1977-11,,,,,,,,,
Manitoba,1977-12,,,,,,,,,
Manitoba,1978-01,,,,,,,,,
Manitoba,1978-02,,,,,,,,,
Manitoba,1978-03,,,,,,,,,
Manitoba,1978-04,,,,,,,,,
Manitoba,1978-05,,,,,,,,,
Manitoba,1978-06,,,,,,,,,
Manitoba,1978-07,,,,,,,,,
Manitoba,1978-08,,,,,,,,,
Manitoba,1978-09,,,,,,,,,
Manitoba,1978-10,,,,,,,,,
Manitoba,1978-11,,,,,,,,,
Manitoba,1978-12,,,,,,,,,
Manitoba,1979-01,,,,,,,,,
Manitoba,1979-02,,,,,,,,,
Manitoba,1979-03,,,,,,,,,
Manitoba,1979-04,,,,,,,,,
Manitoba,1979-05,,,,,,,,,
Manitoba,1979-06,,,,,,,,,
Manitoba,1979-07,,,,,,,,,
Manitoba,1979-08,,,,,,,,,
Manitoba,1979-09,,,,,,,,,
Manitoba,1979-10,,,,,,,,,
Manitoba,1979-11,,,,,,,,,
Manitoba,1979-12,,,,,,,,,
Manitoba,1980-01,,,,,,,,,
Manitoba,1980-02,,,,,,,,,
Manitoba,1980-03,,,,,,,,,
Manitoba,1980-04,,,,,,,,,
Manitoba,1980-05,,,,,,,,,
Manitoba,1980-06,,,,,,,,,
Manitoba,1980-07,,,,,,,,,
Manitoba,1980-08,,,,,,,,,
Manitoba,1980-09,,,,,,,,,
Manitoba,1980-10,,,,,,,,,
Manitoba,1980-11,,,,,,,,,
Manitoba,1980-12,,,,,,,,,
Manitoba,1981-01,,,,,,,,,
Manitoba,1981-02,,,,,,,,,
Manitoba,1981-03,,,,,,,,,
Manitoba,1981-04,,,,,,,,,
Manitoba,1981-05,,,,,,,,,
Manitoba,1981-06,,,,,,,,,
Manitoba,1981-07,,,,,,,,,
Manitoba,1981-08,,,,,,,,,
Manitoba,1981-09,,,,,,,,,
Manitoba,1981-10,,,,,,,,,
Manitoba,1981-11,,,,,,,,,
Manitoba,1981-12,,,,,,,,,
Manitoba,1982-01,,,,,,,,,
Manitoba,1982-02,,,,,,,,,
Manitoba,1982-03,,,,,,,,,
Manitoba,1982-04,,,,,,,,,
Manitoba,1982-05,,,,,,,,,
Manitoba,1982-06,,,,,,,,,
Manitoba,1982-07,,,,,,,,,
Manitoba,1982-08,,,,,,,,,
Manitoba,1982-09,,,,,,,,,
Manitoba,1982-10,,,,,,,,,
Manitoba,1982-11,,,,,,,,,
Manitoba,1982-12,,,,,,,,,
Manitoba,1983-01,,,,,,,,,
Manitoba,1983-02,,,,,,,,,
Manitoba,1983-03,,,,,,,,,
Manitoba,1983-04,,,,,,,,,
Manitoba,1983-05,,,,,,,,,
Manitoba,1983-06,,,,,,,,,
Manitoba,1983-07,,,,,,,,,
Manitoba,1983-08,,,,,,,,,
Manitoba,1983-09,,,,,,,,,
Manitoba,1983-10,,,,,,,,,
Manitoba,1983-11,,,,,,,,,
Manitoba,1983-12,,,,,,,,,
Manitoba,1984-01,,,,,,,,,
Manitoba,1984-02,,,,,,,,,
Manitoba,1984-03,,,,,,,,,
Manitoba,1984-04,,,,,,,,,
Manitoba,1984-05,,,,,,,,,
Manitoba,1984-06,,,,,,,,,
Manitoba,1984-07,,,,,,,,,
Manitoba,1984-08,,,,,,,,,
Manitoba,1984-09,,,,,,,,,
Manitoba,1984-10,,,,,,,,,
Manitoba,1984-11,,,,,,,,,
Manitoba,1984-12,,,,,,,,,
Manitoba,1985-01,,,,,,,,,
Manitoba,1985-02,,,,,,,,,
Manitoba,1985-03,,,,,,,,,
Manitoba,1985-04,,,,,,,,,
Manitoba,1985-05,,,,,,,,,
Manitoba,1985-06,,,,,,,,,
Manitoba,1985-07,,,,,,,,,
Manitoba,1985-08,,,,,,,,,
Manitoba,1985-09,,,,,,,,,
Manitoba,1985-10,,,,,,,,,
Manitoba,1985-11,,,,,,,,,
Manitoba,1985-12,,,,,,,,,
Manitoba,1986-01,,,,,,,,,
Manitoba,1986-02,,,,,,,,,
Manitoba,1986-03,,,,,,,,,
Manitoba,1986-04,,,,,,,,,
Manitoba,1986-05,,,,,,,,,
Manitoba,1986-06,,,,,,,,,
Manitoba,1986-07,,,,,,,,,
Manitoba,1986-08,,,,,,,,,
Manitoba,1986-09,,,,,,,,,
Manitoba,1986-10,,,,,,,,,
Manitoba,1986-11,,,,,,,,,
Manitoba,1986-12,,,,,,,,,
Manitoba,1987-01,,,,,,,,,
Manitoba,1987-02,,,,,,,,,
Manitoba,1987-03,,,,,,,,,
Manitoba,1987-04,,,,,,,,,
Manitoba,1987-05,,,,,,,,,
Manitoba,1987-06,,,,,,,,,
Manitoba,1987-07,,,,,,,,,
Manitoba,1987-08,,,,,,,,,
Manitoba,1987-09,,,,,,,,,
Manitoba,1987-10,,,,,,,,,
Manitoba,1987-11,,,,,,,,,
Manitoba,1987-12,,,,,,,,,
Manitoba,1988-01,,,,,,,,,
Manitoba,1988-02,,,,,,,,,
Manitoba,1988-03,,,,,,,,,
Manitoba,1988-04,,,,,,,,,
Manitoba,1988-05,,,,,,,,,
Manitoba,1988-06,,,,,,,,,
Manitoba,1988-07,,,,,,,,,
Manitoba,1988-08,,,,,,,,,
Manitoba,1988-09,,,,,,,,,
Manitoba,1988-10,,,,,,,,,
Manitoba,1988-11,,,,,,,,,
Manitoba,1988-12,,,,,,,,,
Manitoba,1989-01,,,,,,,,,
Manitoba,1989-02,,,,,,,,,
Manitoba,1989-03,,,,,,,,,
Manitoba,1989-04,,,,,,,,,
Manitoba,1989-05,,,,,,,,,
Manitoba,1989-06,,,,,,,,,
Manitoba,1989-07,,,,,,,,,
Manitoba,1989-08,,,,,,,,,
Manitoba,1989-09,,,,,,,,,
Manitoba,1989-10,,,,,,,,,
Manitoba,1989-11,,,,,,,,,
Manitoba,1989-12,,,,,,,,,
Manitoba,1990-01,,,,,,,,,
Manitoba,1990-02,,,,,,,,,
Manitoba,1990-03,,,,,,,,,
Manitoba,1990-04,,,,,,,,,
Manitoba,1990-05,,,,,,,,,
Manitoba,1990-06,,,,,,,,,
Manitoba,1990-07,,,,,,,,,
Manitoba,1990-08,,,,,,,,,
Manitoba,1990-09,,,,,,,,,
Manitoba,1990-10,,,,,,,,,
Manitoba,1990-11,,,,,,,,,
Manitoba,1990-12,,,,,,,,,
Manitoba,1991-01,,,,,,,,,
Manitoba,1991-02,,,,,,,,,
Manitoba,1991-03,,,,,,,,,
Manitoba,1991-04,,,,,,,,,
Manitoba,1991-05,,,,,,,,,
Manitoba,1991-06,,,,,,,,,
Manitoba,1991-07,,,,,,,,,
Manitoba,1991-08,,,,,,,,,
Manitoba,1991-09,,,,,,,,,
Manitoba,1991-10,,,,,,,,,
Manitoba,1991-11,,,,,,,,,
Manitoba,1991-12,,,,,,,,,
Manitoba,1992-01,,,,,,,,,
Manitoba,1992-02,,,,,,,,,
Manitoba,1992-03,,,,,,,,,
Manitoba,1992-04,,,,,,,,,
Manitoba,1992-05,,,,,,,,,
Manitoba,1992-06,,,,,,,,,
Manitoba,1992-07,,,,,,,,,
Manitoba,1992-08,,,,,,,,,
Manitoba,1992-09,,,,,,,,,
Manitoba,1992-10,,,,,,,,,
Manitoba,1992-11,,,,,,,,,
Manitoba,1992-12,,,,,,,,,
Manitoba,1993-01,,,,,,,,,
Manitoba,1993-02,,,,,,,,,
Manitoba,1993-03,,,,,,,,,
Manitoba,1993-04,,,,,,,,,
Manitoba,1993-05,,,,,,,,,
Manitoba,1993-06,,,,,,,,,
Manitoba,1993-07,,,,,,,,,
Manitoba,1993-08,,,,,,,,,
Manitoba,1993-09,,,,,,,,,
Manitoba,1993-10,,,,,,,,,
Manitoba,1993-11,,,,,,,,,
Manitoba,1993-12,,,,,,,,,
Manitoba,1994-01,,,,,,,,,
Manitoba,1994-02,,,,,,,,,
Manitoba,1994-03,,,,,,,,,
Manitoba,1994-04,,,,,,,,,
Manitoba,1994-05,,,,,,,,,
Manitoba,1994-06,,,,,,,,,
Manitoba,1994-07,,,,,,,,,
Manitoba,1994-08,,,,,,,,,
Manitoba,1994-09,,,,,,,,,
Manitoba,1994-10,,,,,,,,,
Manitoba,1994-11,,,,,,,,,
Manitoba,1994-12,,,,,,,,,
Manitoba,1995-01,,,,,,,,,
Manitoba,1995-02,,,,,,,,,
Manitoba,1995-03,,,,,,,,,
Manitoba,1995-04,,,,,,,,,
Manitoba,1995-05,,,,,,,,,
Manitoba,1995-06,,,,,,,,,
Manitoba,1995-07,,,,,,,,,
Manitoba,1995-08,,,,,,,,,
Manitoba,1995-09,,,,,,,,,
Manitoba,1995-10,,,,,,,,,
Manitoba,1995-11,,,,,,,,,
Manitoba,1995-12,,,,,,,,,
Manitoba,1996-01,,,,,,,,,
Manitoba,1996-02,,,,,,,,,
Manitoba,1996-03,,,,,,,,,
Manitoba,1996-04,,,,,,,,,
Manitoba,1996-05,,,,,,,,,
Manitoba,1996-06,,,,,,,,,
Manitoba,1996-07,,,,,,,,,
Manitoba,1996-08,,,,,,,,,
Manitoba,1996-09,,,,,,,,,
Manitoba,1996-10,,,,,,,,,
Manitoba,1996-11,,,,,,,,,
Manitoba,1996-12,,,,,,,,,
Manitoba,1997-01,,,,,,,,,
Manitoba,1997-02,,,,,,,,,
Manitoba,1997-03,,,,,,,,,
Manitoba,1997-04,,,,,,,,,
Manitoba,1997-05,,,,,,,,,
Manitoba,1997-06,,,,,,,,,
Manitoba,1997-07,,,,,,,,,
Manitoba,1997-08,,,,,,,,,
Manitoba,1997-09,,,,,,,,,
Manitoba,1997-10,,,,,,,,,
Manitoba,1997-11,,,,,,,,,
Manitoba,1997-12,,,,,,,,,
Manitoba,1998-01,,,,,,,,,
Manitoba,1998-02,,,,,,,,,
Manitoba,1998-03,,,,,,,,,
Manitoba,1998-04,,,,,,,,,
Manitoba,1998-05,,,,,,,,,
Manitoba,1998-06,,,,,,,,,
Manitoba,1998-07,,,,,,,,,
Manitoba,1998-08,,,,,,,,,
Manitoba,1998-09,,,,,,,,,
Manitoba,1998-10,,,,,,,,,
Manitoba,1998-11,,,,,,,,,
Manitoba,1998-12,,,,,,,,,
Manitoba,1999-01,,,,,,,,,
Manitoba,1999-02,,,,,,,,,
Manitoba,1999-03,,,,,,,,,
Manitoba,1999-04,,,,,,,,,
Manitoba,1999-05,,,,,,,,,
Manitoba,1999-06,,,,,,,,,
Manitoba,1999-07,,,,,,,,,
Manitoba,1999-08,,,,,,,,,
